word,var
poisoning,0.1211860738907268
refund,0.11989129483924951
worst,0.09342937336274955
notapologize,0.09097930366977684
disgusting,0.08780931364656909
unprofessional,0.0859055707413455
notapology,0.08237608227453731
garbage,0.07750056182168896
notdisappoints,0.0772586468125302
horrible,0.07540792318469759
rudely,0.07461940997412138
refused,0.07381093445851587
nottreated,0.07090118639382154
notwaste,0.07043329077757748
incredible,0.06979083120149783
filthy,0.06965608638656758
zero,0.06912722129573412
pathetic,0.0687620646531155
gem,0.06866676701632696
rude,0.06802387087698022
notmanager,0.06654555065805894
notdeserve,0.06511537436747553
phenomenal,0.06472829534640905
terrible,0.06359058078733139
nasty,0.0602115244622638
exquisite,0.05889438944383657
addicting,0.05844451788016158
joke,0.057869514147930505
apology,0.056866938864562684
hooked,0.05674132516206177
die,0.05613765689635104
unacceptable,0.05562543879655353
notregret,0.05538428742760917
impeccable,0.055302165952867924
horrendous,0.05510876558021125
notreturning,0.05480153904709589
unfriendly,0.054230957421743886
waste,0.05406697125790158
acknowledged,0.054040198321463534
exceeded,0.053441900588601036
inedible,0.053425729852959805
awful,0.052317670452488675
addicted,0.05192900925303166
perfection,0.05117914371562688
ignored,0.05114637960882943
heaven,0.05105694162086054
notmanagement,0.05077057450959739
informative,0.05056542099083832
drawback,0.05022701855416889
knowledgable,0.050001313186334745
superb,0.04983046438231378
dump,0.0497020767863644
responded,0.04958554651214682
notestablishment,0.04900117143844451
notdisappoint,0.04899434306831482
melts,0.048885713914887836
tasteless,0.048571677847519965
downhill,0.04854359998654015
pissed,0.0484699252598079
acted,0.04789815667472864
horribly,0.0478601939851057
highly,0.04759589176666032
notexcuse,0.04668645684724155
mmmmm,0.04654791432814921
notbusiness,0.04632681858462543
disaster,0.046313963831086026
gross,0.04585367999643305
amazing,0.04557440807546045
freshest,0.04550490836218614
wasted,0.045176735486030704
notmoney,0.04507802600641271
wtf,0.04439346474821752
notphone,0.04427667539505758
replied,0.04423063135759674
fabulous,0.04412810331693664
dream,0.043863845204529114
shut,0.04379969138664966
notcustomers,0.04331895965397893
notworse,0.04249611511297327
yuck,0.04245966329994057
outstanding,0.042121979792515536
contact,0.041925906098867344
knowledgeable,0.04150022563418349
notcustomer,0.04127214431378676
wonderfully,0.0412525824315226
receipt,0.04114242338062077
microwaved,0.041102286054468355
deliciousness,0.04089127449669123
unimpressed,0.0408053980213591
notemployees,0.04064172120044034
faves,0.040584849729130165
complained,0.040470447900817386
ripped,0.04034094888233867
poorly,0.040163676639573175
notjustify,0.03990899834013181
coma,0.039691334453534066
notpoor,0.039668474386198506
addictive,0.03966349506588153
proceeded,0.03954470178265368
notoverpowering,0.03953308676630008
mmm,0.03938286537987454
genuinely,0.03934214768153905
security,0.039299203130889616
sick,0.0392627483901562
heavenly,0.039178766094643734
nom,0.039164565693547065
frustrated,0.039079657659327846
